Player,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,M,PeakRank
Roberto Bautista Agut,0.7650909090909092,0.22363636363636363,11.363636363636363,0.043272727272727275,9.545454545454545,0.03781818181818182,0.6008181818181818,0.6794545454545454,0.5301818181818182,0.6215454545454545,24.636363636363637,0.612909090909091,0.38063636363636366,25.0,0.4091818181818182,0.5018181818181818,1.0154545454545454,27.0,9.0
Roberto Carballes Baena,0.7667142857142857,0.16742857142857143,10.142857142857142,0.04871428571428572,9.0,0.04428571428571428,0.586857142857143,0.684,0.5344285714285714,0.6227142857142857,18.428571428571427,0.5675714285714285,0.342,15.142857142857142,0.35000000000000003,0.48542857142857143,0.9185714285714285,13.0,49.0
Robin Haase,0.6982999999999999,0.1581,14.4,0.0946,7.2,0.0463,0.5833,0.704,0.45890000000000003,0.6031,14.4,0.5146,0.3322,13.1,0.2651,0.46929999999999994,0.851,13.0,33.0
Robin Soderling,0.81,0.211375,25.875,0.08737500000000001,14.375,0.0515,0.57075,0.75125,0.511625,0.646875,20.375,0.633,0.366,24.875,0.41675,0.50625,1.04375,21.0,4.0
Robin Vik,0.5625,0.14250000000000002,8.0,0.06999999999999999,5.0,0.0425,0.613,0.628,0.4125,0.5455,15.5,0.5189999999999999,0.32899999999999996,9.5,0.238,0.44199999999999995,0.72,2.0,57.0
Roger Federer,0.8882631578947368,0.3046315789473684,59.0,0.11031578947368421,14.894736842105264,0.02952631578947369,0.616157894736842,0.7815263157894737,0.5583157894736842,0.6956315789473685,30.210526315789473,0.6641052631578948,0.4133684210526316,61.73684210526316,0.4368421052631579,0.5501578947368421,1.3631578947368421,105.0,1.0
Rogerio Dutra Silva,0.6849999999999999,0.17440000000000003,9.6,0.0524,6.0,0.046599999999999996,0.5356,0.679,0.4866,0.5874,20.6,0.5968,0.355,13.8,0.3736,0.471,0.876,8.0,63.0
Roko Karanusic,0.7965,0.1285,11.0,0.07250000000000001,5.0,0.035500000000000004,0.617,0.7170000000000001,0.5045,0.6365,13.0,0.6605000000000001,0.3265,14.0,0.21450000000000002,0.47550000000000003,0.89,3.0,88.0
Romain Jouan,0.615,0.071,0.0,0.0,3.0,0.037000000000000005,0.444,0.583,0.511,0.5429999999999999,9.0,0.444,0.247,3.0,0.33299999999999996,0.395,0.54,1.0,
Roman Safiullin,0.7915000000000001,0.2655,15.0,0.0795,8.0,0.042499999999999996,0.606,0.7224999999999999,0.5475,0.654,15.0,0.525,0.40349999999999997,18.5,0.4515,0.525,1.175,4.0,36.0
Ruben Bemelmans,0.7879999999999999,0.12366666666666666,14.666666666666666,0.07100000000000001,10.333333333333334,0.05333333333333334,0.5993333333333334,0.6793333333333335,0.543,0.6233333333333334,16.333333333333332,0.6176666666666667,0.32633333333333336,17.666666666666668,0.19866666666666669,0.4713333333333333,0.8666666666666667,5.0,84.0
Ruben Ramirez Hidalgo,0.6526666666666667,0.13999999999999999,5.833333333333333,0.04666666666666667,7.666666666666667,0.062,0.5186666666666667,0.6586666666666666,0.4701666666666667,0.5670000000000001,12.666666666666666,0.4721666666666667,0.3136666666666667,8.166666666666666,0.3425,0.44733333333333336,0.7283333333333334,7.0,50.0
Rui Machado,0.63725,0.11175,4.0,0.03025,4.25,0.042249999999999996,0.56825,0.6527499999999999,0.44775,0.5635,13.0,0.45825,0.309,6.5,0.5215000000000001,0.43975,0.7325,5.0,59.0
Ryan Harrison,0.7133333333333334,0.16355555555555557,12.11111111111111,0.06911111111111111,8.555555555555555,0.050444444444444445,0.5533333333333333,0.6863333333333334,0.47688888888888886,0.5956666666666667,16.77777777777778,0.5596666666666666,0.33466666666666667,14.666666666666666,0.32122222222222224,0.46588888888888885,0.8577777777777778,13.0,40.0
Ryan Shane,0.588,0.055999999999999994,17.0,0.14300000000000002,13.0,0.109,0.504,0.7829999999999999,0.33899999999999997,0.563,11.0,0.364,0.248,6.0,0.16699999999999998,0.415,0.57,1.0,
Ryan Sweeting,0.6598333333333334,0.2125,8.666666666666666,0.06733333333333333,6.833333333333333,0.055,0.6321666666666667,0.6723333333333333,0.42733333333333334,0.5778333333333333,15.666666666666666,0.549,0.35483333333333333,9.333333333333334,0.4625000000000001,0.46883333333333327,0.8416666666666667,7.0,64.0
Ryler Deheart,0.737,0.125,23.0,0.096,10.0,0.042,0.54,0.69,0.509,0.607,27.0,0.63,0.325,12.0,0.41700000000000004,0.462,0.83,2.0,174.0
Saketh Myneni,0.56,0.44,13.0,0.07,2.0,0.011000000000000001,0.57,0.613,0.4,0.522,29.0,0.621,0.45,19.0,0.579,0.49,0.94,1.0,
Salvatore Caruso,0.642,0.17600000000000002,16.5,0.068,12.0,0.052,0.625,0.6225,0.47550000000000003,0.5655,27.0,0.541,0.36250000000000004,19.0,0.3375,0.46799999999999997,0.8400000000000001,4.0,76.0
Sam Groth,0.8390000000000001,0.1525,21.5,0.1075,13.5,0.067,0.586,0.7190000000000001,0.5435,0.6459999999999999,14.0,0.6255,0.303,10.5,0.5,0.4895,0.855,4.0,53.0
Sam Querrey,0.8151875,0.12481249999999999,35.9375,0.15006250000000002,12.1875,0.06375,0.5705625,0.785,0.4775,0.6524375,14.5625,0.5561875,0.3118125,19.6875,0.24406250000000002,0.480875,0.92625,34.0,11.0
Sam Riffice,0.6920000000000001,0.063,1.0,0.01,9.0,0.094,0.49,0.7020000000000001,0.429,0.563,10.0,0.6,0.23199999999999998,1.0,1.0,0.41,0.53,1.0,
Sam Warburg,0.778,0.2,12.0,0.098,5.0,0.040999999999999995,0.746,0.648,0.5479999999999999,0.623,12.0,0.667,0.33899999999999997,9.0,0.444,0.485,0.9,2.0,132.0
Santiago Giraldo,0.703125,0.201125,5.875,0.041125,3.625,0.0245,0.603125,0.66875,0.485375,0.593375,13.875,0.5455,0.357625,12.625,0.41075,0.47350000000000003,0.885,9.0,28.0
Santiago Ventura,0.65,0.105,9.0,0.069,11.0,0.085,0.508,0.727,0.42200000000000004,0.5770000000000001,9.0,0.222,0.308,6.0,0.33299999999999996,0.449,0.73,1.0,65.0
Sargis Sargsian,0.74,0.1765,25.25,0.07475,16.0,0.057,0.55375,0.7262500000000001,0.48525,0.61575,26.0,0.5625,0.35675,27.75,0.2875,0.48475,0.9375,10.0,38.0
Scott Draper,0.8640000000000001,0.091,7.0,0.055,3.0,0.024,0.614,0.731,0.6729999999999999,0.7090000000000001,4.0,0.25,0.273,11.0,0.182,0.48100000000000004,0.94,1.0,42.0
Scoville Jenkins,0.6086,0.10700000000000001,7.4,0.05740000000000001,8.2,0.0644,0.5894,0.6446,0.4196,0.5516,16.0,0.5586,0.2638,10.0,0.1686,0.418,0.616,6.0,187.0
Sebastian Baez,0.7246666666666667,0.22433333333333336,5.666666666666667,0.024999999999999998,3.6666666666666665,0.02033333333333333,0.7150000000000002,0.6266666666666666,0.47900000000000004,0.5846666666666667,22.666666666666668,0.6913333333333332,0.38799999999999996,20.0,0.3056666666666667,0.48566666666666664,0.9366666666666665,6.0,18.0
Sebastian Korda,0.7365999999999999,0.1462,8.6,0.052000000000000005,4.8,0.0432,0.6086,0.6656000000000001,0.5118,0.601,13.2,0.5316,0.34700000000000003,12.6,0.31799999999999995,0.475,0.9039999999999999,7.0,15.0
Sebastian Ofner,0.711,0.14650000000000002,18.0,0.105,8.5,0.055,0.589,0.7035,0.4445,0.597,13.5,0.41500000000000004,0.33699999999999997,8.0,0.5,0.4695,0.835,3.0,37.0
Sebastien De Chaunac,0.615,0.0,2.0,0.027999999999999997,2.0,0.027999999999999997,0.465,0.6970000000000001,0.474,0.5770000000000001,9.0,0.444,0.22899999999999998,2.0,0.0,0.40399999999999997,0.54,1.0,130.0
Sebastien Grosjean,0.8091111111111111,0.20622222222222222,20.444444444444443,0.0911111111111111,6.222222222222222,0.029333333333333336,0.5097777777777778,0.768,0.5202222222222221,0.6474444444444445,17.666666666666668,0.6115555555555555,0.36544444444444446,21.22222222222222,0.3794444444444445,0.5042222222222222,1.0599999999999998,18.0,4.0
Sebastien Lareau,0.667,0.133,8.0,0.08900000000000001,2.0,0.022000000000000002,0.667,0.65,0.5,0.6,7.0,0.28600000000000003,0.268,3.0,0.667,0.442,0.67,1.0,76.0
Sergei Bubka,0.813,0.152,29.0,0.16899999999999998,3.0,0.017,0.634,0.807,0.46,0.68,10.0,0.4,0.34600000000000003,11.0,0.455,0.49700000000000005,1.08,2.0,145.0
Sergi Bruguera,0.632,0.263,21.0,0.191,14.0,0.127,0.555,0.721,0.36700000000000005,0.564,15.0,0.5329999999999999,0.43,11.0,0.455,0.49,0.98,1.0,3.0
Sergio Roitman,0.5605,0.0355,3.0,0.039,1.0,0.013500000000000002,0.6194999999999999,0.5895000000000001,0.429,0.5269999999999999,10.5,0.45799999999999996,0.29600000000000004,3.0,0.125,0.4085,0.63,2.0,
Sergiy Stakhovsky,0.706625,0.1325,14.5,0.060375000000000005,8.375,0.046625,0.57925,0.69,0.46625,0.5942500000000001,19.0,0.518875,0.340375,16.0,0.2775,0.468125,0.8512500000000001,13.0,31.0
Sho Shimabukuro,0.5379999999999999,0.133,1.0,0.013000000000000001,2.0,0.025,0.4,0.531,0.5,0.512,8.0,0.25,0.322,6.0,0.33299999999999996,0.413,0.66,1.0,135.0
Simon Greul,0.6923333333333334,0.17466666666666666,6.0,0.03133333333333333,7.0,0.046000000000000006,0.5243333333333333,0.6603333333333333,0.528,0.5896666666666667,15.0,0.5396666666666666,0.3216666666666667,13.0,0.5456666666666666,0.4543333333333333,0.7933333333333333,4.0,55.0
Simone Bolelli,0.708,0.10540000000000001,10.2,0.06739999999999999,3.6,0.029800000000000004,0.6346,0.6656,0.5208,0.6132,10.8,0.44659999999999994,0.3008,9.2,0.2542,0.4554,0.8240000000000001,7.0,36.0
Sjeng Schalken,0.86225,0.244,22.5,0.060000000000000005,15.0,0.036750000000000005,0.63675,0.729,0.57375,0.67025,29.25,0.656,0.37224999999999997,37.75,0.46599999999999997,0.52125,1.135,17.0,11.0
Slava Dosedel,0.6605,0.147,2.5,0.017,6.0,0.0365,0.5589999999999999,0.6725000000000001,0.42700000000000005,0.5645,20.0,0.6335,0.30900000000000005,9.0,0.294,0.4505,0.735,3.0,26.0
Slimane Saoudi,0.6920000000000001,0.36,5.0,0.031,10.0,0.063,0.484,0.623,0.5,0.56,14.0,0.429,0.44799999999999995,20.0,0.45,0.502,1.02,1.0,
Somdev Devvarman,0.6557999999999999,0.23899999999999996,4.6,0.024399999999999998,4.6,0.031000000000000007,0.617,0.6412000000000001,0.4338,0.5609999999999999,16.0,0.5182,0.3684,16.0,0.4598,0.4666,0.8559999999999999,7.0,62.0
Soon Woo Kwon,0.7423333333333333,0.1765,8.666666666666666,0.06966666666666667,7.833333333333333,0.06533333333333333,0.5995,0.6918333333333333,0.45716666666666667,0.5968333333333333,11.333333333333334,0.5216666666666666,0.3466666666666667,10.333333333333334,0.3253333333333333,0.47383333333333333,0.8683333333333333,8.0,52.0
Stan Wawrinka,0.8242941176470588,0.22905882352941176,43.1764705882353,0.09741176470588236,15.705882352941176,0.038411764705882354,0.5421176470588236,0.7607647058823529,0.5186470588235295,0.6495882352941176,31.88235294117647,0.6267058823529412,0.3721176470588235,39.64705882352941,0.44511764705882356,0.512,1.0694117647058823,63.0,3.0
Stefan Koubek,0.69025,0.200375,10.125,0.039875,8.0,0.034875,0.631625,0.63225,0.5211250000000001,0.585375,24.0,0.5715,0.362375,17.125,0.436375,0.47662499999999997,0.89375,14.0,20.0
Stefan Kozlov,0.33299999999999996,0.16699999999999998,0.0,0.0,7.0,0.091,0.675,0.48100000000000004,0.28,0.41600000000000004,16.0,0.5,0.309,5.0,0.4,0.366,0.53,1.0,103.0
Stefano Travaglia,0.6567999999999999,0.20179999999999998,9.2,0.06420000000000001,7.6,0.054200000000000005,0.5388,0.6980000000000001,0.4364,0.5776,15.4,0.5202,0.336,10.8,0.42940000000000006,0.46440000000000003,0.8019999999999999,6.0,60.0
Stefanos Tsitsipas,0.7972857142857144,0.17914285714285713,25.0,0.09228571428571429,9.0,0.03785714285714286,0.5632857142857143,0.7288571428571429,0.5078571428571428,0.6335714285714287,17.571428571428573,0.6147142857142857,0.3547142857142857,19.714285714285715,0.3607142857142857,0.49714285714285716,0.9871428571428572,13.0,3.0
Stephane Bohli,0.737,0.105,15.0,0.136,3.0,0.027000000000000003,0.473,0.75,0.5,0.618,11.0,0.545,0.3,4.0,0.5,0.45899999999999996,0.79,1.0,
Stephane Huet,0.5,0.154,5.0,0.045,3.0,0.027000000000000003,0.5,0.6,0.4,0.5,17.0,0.588,0.321,6.0,0.33299999999999996,0.423,0.64,1.0,96.0
Stephane Robert,0.637,0.17500000000000002,6.0,0.043333333333333335,6.666666666666667,0.05833333333333334,0.5116666666666667,0.6593333333333332,0.4709999999999999,0.5666666666666668,12.0,0.457,0.35366666666666663,13.0,0.28933333333333333,0.45766666666666667,0.8566666666666666,4.0,50.0
Steve Darcis,0.7085,0.17370000000000002,9.6,0.0494,7.1,0.040600000000000004,0.5646,0.7033,0.4847,0.6056,17.4,0.5553,0.33280000000000004,13.4,0.40679999999999994,0.47030000000000005,0.873,15.0,38.0
Steve Johnson,0.7828461538461539,0.10315384615384615,19.46153846153846,0.0973076923076923,8.384615384615385,0.049769230769230774,0.5723076923076923,0.7350769230769232,0.47915384615384615,0.626076923076923,14.384615384615385,0.6148461538461538,0.2906153846153846,10.538461538461538,0.2380769230769231,0.4656153846153846,0.8192307692307692,20.0,21.0
Sumit Nagal,0.6276666666666667,0.19533333333333336,1.3333333333333333,0.010666666666666666,6.0,0.04700000000000001,0.6829999999999999,0.6243333333333333,0.4693333333333333,0.5766666666666667,13.666666666666666,0.482,0.34600000000000003,13.666666666666666,0.40599999999999997,0.4603333333333334,0.8266666666666667,4.0,68.0
Takao Suzuki,0.667,0.17600000000000002,13.0,0.11699999999999999,6.0,0.054000000000000006,0.5770000000000001,0.688,0.46799999999999997,0.595,12.0,0.5,0.368,13.0,0.231,0.475,0.91,1.0,102.0
Tallon Griekspoor,0.7445,0.16575,18.25,0.0995,9.75,0.062,0.5825,0.75225,0.461,0.6307499999999999,15.0,0.498,0.34225,13.75,0.3315,0.48375,0.9375,7.0,21.0
Taro Daniel,0.660625,0.12325,5.75,0.04875,6.75,0.056,0.547625,0.652875,0.469875,0.571125,12.5,0.469125,0.300375,7.5,0.345375,0.439375,0.72625,9.0,58.0
Tatsuma Ito,0.725,0.08466666666666667,6.333333333333333,0.034,10.0,0.06566666666666666,0.5433333333333333,0.663,0.484,0.58,16.666666666666668,0.632,0.3066666666666667,8.333333333333334,0.20633333333333334,0.45199999999999996,0.7366666666666667,4.0,60.0
Taylor Dent,0.768125,0.2015,26.75,0.09225,20.625,0.077375,0.5663750000000001,0.716375,0.48524999999999996,0.618875,21.125,0.566625,0.36075,19.875,0.432875,0.49225,0.955,18.0,21.0
Taylor Fritz,0.8062222222222223,0.243,34.44444444444444,0.10666666666666666,11.88888888888889,0.03788888888888889,0.5716666666666667,0.7482222222222222,0.4991111111111111,0.6413333333333333,24.0,0.6066666666666667,0.3814444444444444,29.555555555555557,0.41044444444444445,0.5111111111111111,1.08,25.0,4.0
Tennys Sandgren,0.7891999999999999,0.11320000000000001,15.4,0.0902,6.0,0.0334,0.6046,0.7028000000000001,0.4572,0.6098,14.8,0.6408,0.3188,12.2,0.29,0.46980000000000005,0.82,8.0,41.0
Teymuraz Gabashvili,0.7457777777777778,0.1731111111111111,11.666666666666666,0.05722222222222222,11.555555555555555,0.05788888888888889,0.5768888888888889,0.7005555555555555,0.473,0.605111111111111,18.77777777777778,0.6093333333333333,0.3318888888888889,13.777777777777779,0.3606666666666667,0.4735555555555556,0.8455555555555556,14.0,43.0
Thai Son Kwiatkowski,0.7729999999999999,0.133,8.0,0.0605,7.0,0.047,0.6105,0.666,0.533,0.6134999999999999,9.0,0.425,0.3175,8.0,0.365,0.469,0.835,2.0,181.0
Thanasi Kokkinakis,0.81,0.12933333333333333,17.333333333333332,0.11916666666666666,7.5,0.04950000000000001,0.5786666666666667,0.7696666666666667,0.44216666666666665,0.6288333333333334,14.0,0.6835,0.29633333333333334,7.5,0.3611666666666667,0.4701666666666667,0.7983333333333333,8.0,65.0
Thiago Alves,0.6716666666666667,0.16,7.0,0.04033333333333333,5.333333333333333,0.035,0.6226666666666667,0.6036666666666667,0.5379999999999999,0.576,18.666666666666668,0.581,0.3376666666666666,12.666666666666666,0.4523333333333334,0.4603333333333333,0.8300000000000001,5.0,88.0
Thiago Monteiro,0.7558333333333334,0.09800000000000002,10.166666666666666,0.06766666666666667,4.5,0.03866666666666667,0.6578333333333334,0.6841666666666667,0.515,0.6246666666666667,15.833333333333334,0.7061666666666667,0.2891666666666666,5.833333333333333,0.3785,0.463,0.7999999999999999,7.0,61.0
Thiago Seyboth Wild,0.704,0.0315,5.5,0.05550000000000001,6.0,0.0595,0.545,0.635,0.521,0.581,8.0,0.4165,0.23099999999999998,2.0,0.25,0.4205,0.55,2.0,58.0
Thiemo De Bakker,0.7046666666666667,0.17033333333333334,18.0,0.106,5.666666666666667,0.041666666666666664,0.535,0.721,0.4526666666666667,0.5953333333333334,14.0,0.5096666666666666,0.3343333333333333,15.666666666666666,0.312,0.4676666666666667,0.8433333333333334,5.0,40.0
Thierry Ascione,0.5335000000000001,0.094,3.0,0.038,6.5,0.11850000000000001,0.6445000000000001,0.5940000000000001,0.296,0.488,8.0,0.47250000000000003,0.27349999999999997,2.5,0.375,0.3905,0.535,2.0,81.0
Thierry Guardiola,0.773,0.091,4.0,0.027999999999999997,5.0,0.035,0.62,0.705,0.48100000000000004,0.62,14.0,0.643,0.319,11.0,0.182,0.469,0.84,1.0,
Thomas Enqvist,0.7474000000000001,0.2832,22.6,0.0838,17.4,0.0752,0.5112,0.7612,0.4668,0.6144000000000001,20.6,0.5578000000000001,0.39899999999999997,25.2,0.47220000000000006,0.509,1.0539999999999998,12.0,4.0
Thomas Fabbiano,0.7525,0.15999999999999998,5.0,0.01725,10.0,0.0515,0.66375,0.647,0.50925,0.6005,21.5,0.63775,0.34475,17.0,0.35,0.47375,0.875,7.0,70.0
Thomas Johansson,0.7995714285714286,0.16785714285714287,32.0,0.10042857142857144,10.714285714285714,0.037714285714285714,0.5517142857142857,0.7567142857142858,0.5241428571428571,0.6531428571428571,21.428571428571427,0.5672857142857143,0.3551428571428571,23.714285714285715,0.3205714285714286,0.5001428571428571,1.05,19.0,7.0
Thomaz Bellucci,0.7474000000000001,0.1875,14.5,0.07869999999999999,8.2,0.047,0.5645,0.7097,0.4828,0.6082,16.3,0.6007,0.35340000000000005,13.3,0.4084,0.48390000000000005,0.916,16.0,21.0
Tim Henman,0.782375,0.19725,19.625,0.05325,15.125,0.050625,0.6048749999999999,0.69825,0.5028750000000001,0.621875,21.0,0.58,0.35350000000000004,26.125,0.431375,0.49062500000000003,0.96,21.0,4.0
Tim Smyczek,0.7427142857142857,0.10571428571428572,14.0,0.07242857142857143,6.714285714285714,0.04085714285714286,0.5994285714285714,0.6687142857142857,0.5195714285714286,0.6097142857142857,15.571428571428571,0.5024285714285714,0.31142857142857144,13.0,0.24585714285714283,0.46242857142857147,0.8014285714285715,11.0,68.0
Tim Van Rijthoven,0.872,0.10400000000000001,46.0,0.155,22.0,0.07400000000000001,0.564,0.79,0.5429999999999999,0.682,21.0,0.7140000000000001,0.29100000000000004,21.0,0.23800000000000002,0.494,0.92,2.0,101.0
Timofey Skatov,0.6845,0.17,2.5,0.0205,5.0,0.0405,0.6164999999999999,0.626,0.46699999999999997,0.5609999999999999,11.5,0.548,0.32999999999999996,5.0,0.5835,0.45399999999999996,0.75,2.0,123.0
Titouan Droguet,0.7909999999999999,0.171,22.0,0.076,10.0,0.035,0.595,0.698,0.504,0.619,22.0,0.591,0.361,24.0,0.292,0.494,0.95,2.0,130.0
Tobias Kamke,0.6033333333333334,0.15416666666666665,2.8333333333333335,0.016333333333333335,8.5,0.07100000000000001,0.5291666666666667,0.6258333333333334,0.4656666666666667,0.5493333333333333,15.0,0.5151666666666667,0.3496666666666666,11.166666666666666,0.26816666666666666,0.44999999999999996,0.7883333333333332,7.0,64.0
Tobias Summerer,0.643,0.188,9.0,0.094,9.0,0.094,0.44799999999999995,0.581,0.509,0.542,11.0,0.545,0.35600000000000004,4.0,0.75,0.445,0.78,1.0,
Todd Martin,0.8148,0.198,39.8,0.11379999999999998,15.6,0.054400000000000004,0.6477999999999999,0.7316,0.47119999999999995,0.641,20.4,0.575,0.36719999999999997,30.2,0.4466,0.5012000000000001,1.04,14.0,4.0
Tomas Behrend,0.5085,0.13599999999999998,4.5,0.04,6.5,0.059,0.607,0.59,0.357,0.4985,20.5,0.6475000000000001,0.311,7.5,0.30000000000000004,0.4145,0.62,2.0,74.0
Tomas Berdych,0.8008666666666666,0.23773333333333332,31.933333333333334,0.09546666666666666,10.466666666666667,0.03646666666666667,0.5583333333333333,0.7432,0.5300666666666667,0.6489999999999999,25.333333333333332,0.6442,0.3796666666666667,30.266666666666666,0.4058,0.5136666666666667,1.1153333333333333,47.0,4.0
Tomas Machac,0.827,0.245,18.0,0.068,12.5,0.0455,0.5589999999999999,0.6915,0.5790000000000001,0.642,20.0,0.661,0.387,21.0,0.46699999999999997,0.518,1.09,5.0,20.0
Tomas Martin Etcheverry,0.782,0.14533333333333334,24.0,0.09033333333333333,5.0,0.02733333333333333,0.6383333333333333,0.713,0.534,0.6466666666666666,16.333333333333332,0.4106666666666667,0.34,23.333333333333332,0.35733333333333334,0.48666666666666664,0.96,6.0,27.0
Tomas Zib,0.673,0.1386666666666667,8.0,0.044000000000000004,5.666666666666667,0.035333333333333335,0.5750000000000001,0.5906666666666667,0.515,0.5593333333333333,17.333333333333332,0.5896666666666667,0.323,12.0,0.21633333333333335,0.4513333333333333,0.7533333333333333,3.0,51.0
Tommy Haas,0.7901538461538462,0.263,35.53846153846154,0.09007692307692308,17.307692307692307,0.04892307692307692,0.5876923076923077,0.7315384615384615,0.5296923076923077,0.6479999999999999,29.53846153846154,0.5863076923076923,0.3877692307692308,35.15384615384615,0.4502307692307692,0.5158461538461538,1.1123076923076924,41.0,2.0
Tommy Paul,0.6887142857142857,0.20714285714285713,15.571428571428571,0.05071428571428571,10.0,0.03899999999999999,0.62,0.665,0.45671428571428574,0.5855714285714286,23.571428571428573,0.555,0.368,24.142857142857142,0.3762857142857143,0.4775714285714286,0.9171428571428571,15.0,9.0
Tommy Robredo,0.8078666666666667,0.20966666666666667,20.466666666666665,0.050133333333333335,13.333333333333334,0.039266666666666665,0.6412,0.6980666666666667,0.5373333333333333,0.64,30.4,0.6403333333333333,0.35746666666666665,30.133333333333333,0.3951333333333333,0.49893333333333334,1.0106666666666666,50.0,5.0
Tristan Schoolkate,0.769,0.231,33.0,0.102,19.0,0.059000000000000004,0.5760000000000001,0.763,0.46,0.635,21.0,0.429,0.379,26.0,0.462,0.502,1.04,2.0,119.0
Tuomas Ketola,0.509,0.1335,9.0,0.0485,9.0,0.058,0.546,0.5775,0.4365,0.513,17.0,0.5645,0.346,14.5,0.225,0.4295,0.755,3.0,130.0
Ugo Humbert,0.7772857142857142,0.1504285714285714,14.0,0.08042857142857143,7.714285714285714,0.046,0.5798571428571428,0.6847142857142857,0.5402857142857143,0.6252857142857142,11.142857142857142,0.514,0.3321428571428572,14.714285714285714,0.27814285714285714,0.47657142857142853,0.9042857142857142,10.0,13.0
Ulises Blanch,0.8,0.12,13.0,0.08199999999999999,5.0,0.031,0.547,0.701,0.542,0.629,16.0,0.688,0.307,9.0,0.33299999999999996,0.478,0.83,1.0,236.0
Vaclav Safranek,0.583,0.0,4.0,0.042,6.0,0.063,0.611,0.586,0.43200000000000005,0.526,15.0,0.667,0.272,4.0,0.0,0.409,0.57,1.0,
Vasek Pospisil,0.7565,0.1961,26.5,0.10869999999999999,11.8,0.051000000000000004,0.5424,0.7121999999999999,0.4772,0.6105,17.0,0.6308,0.3403,13.0,0.5295,0.4854,0.893,18.0,25.0
Victor Crivoi,0.615,0.071,5.0,0.046,8.0,0.073,0.523,0.614,0.40399999999999997,0.514,14.0,0.643,0.265,3.0,0.33299999999999996,0.406,0.55,1.0,75.0
Victor Estrella,0.507,0.11066666666666668,8.333333333333334,0.04466666666666667,7.666666666666667,0.064,0.628,0.577,0.40399999999999997,0.5163333333333333,15.666666666666666,0.4746666666666666,0.3073333333333333,12.0,0.2776666666666667,0.412,0.68,5.0,43.0
Victor Hanescu,0.71875,0.138875,8.625,0.060125,5.5,0.044125,0.6234999999999999,0.69325,0.509125,0.623375,13.125,0.55425,0.316875,7.0,0.617125,0.474,0.85875,10.0,26.0
Viktor Troicki,0.7206666666666667,0.21144444444444443,21.555555555555557,0.09466666666666666,8.222222222222221,0.03888888888888889,0.6063333333333333,0.7044444444444444,0.42877777777777776,0.5973333333333333,23.22222222222222,0.5912222222222223,0.3688888888888889,18.77777777777778,0.4126666666666667,0.4837777777777778,0.9288888888888889,17.0,12.0
Vincent Millot,0.524,0.273,5.0,0.036000000000000004,7.0,0.05,0.597,0.59,0.446,0.532,26.0,0.615,0.359,12.0,0.5,0.449,0.77,1.0,135.0
Vincent Spadea,0.69875,0.232625,8.75,0.0385,8.625,0.0485,0.533,0.675875,0.475375,0.58,19.75,0.587125,0.368,12.75,0.617875,0.47825,0.88625,13.0,18.0
Vladimir Voltchkov,0.8,0.07200000000000001,17.0,0.1075,16.0,0.092,0.5780000000000001,0.749,0.403,0.6034999999999999,13.0,0.5905,0.2745,9.0,0.344,0.4425,0.71,3.0,25.0
Wayne Arthurs,0.8046666666666668,0.0375,32.333333333333336,0.16366666666666665,10.0,0.05333333333333334,0.5528333333333334,0.7586666666666666,0.49783333333333335,0.6418333333333334,15.166666666666666,0.6791666666666667,0.25683333333333336,6.5,0.163,0.45816666666666667,0.73,9.0,44.0
Wayne Black,0.41700000000000004,0.083,4.0,0.052000000000000005,2.0,0.026000000000000002,0.33799999999999997,0.731,0.33299999999999996,0.46799999999999997,14.0,0.5,0.23,1.0,1.0,0.36200000000000004,0.43,1.0,69.0
Wayne Ferreira,0.7952,0.177,25.2,0.11320000000000001,8.2,0.0356,0.5327999999999999,0.7504,0.5138,0.6394,18.8,0.6234,0.3478,19.4,0.3234,0.49260000000000004,0.9720000000000001,10.0,6.0
Wayne Odesnik,0.6988333333333333,0.13749999999999998,11.166666666666666,0.078,5.666666666666667,0.03383333333333333,0.5976666666666667,0.6711666666666667,0.4691666666666667,0.593,17.166666666666668,0.6188333333333333,0.3428333333333333,12.5,0.2733333333333334,0.4703333333333333,0.8483333333333333,8.0,77.0
Werner Eschauer,0.8575,0.099,16.5,0.1215,7.5,0.0545,0.5525,0.817,0.49299999999999994,0.672,8.0,0.625,0.2825,8.5,0.243,0.47750000000000004,0.885,2.0,52.0
Wesley Moodie,0.8473333333333333,0.14233333333333334,32.0,0.13166666666666668,11.0,0.048666666666666664,0.6606666666666667,0.7266666666666667,0.5366666666666667,0.6623333333333333,13.666666666666666,0.5710000000000001,0.30966666666666665,15.333333333333334,0.38866666666666666,0.492,0.9233333333333333,6.0,57.0
Xavier Malisse,0.757,0.2501666666666667,25.416666666666668,0.09366666666666668,8.416666666666666,0.030666666666666665,0.5483333333333333,0.7190833333333333,0.5070833333333333,0.624,20.333333333333332,0.5611666666666667,0.37066666666666664,23.25,0.48266666666666663,0.4969166666666667,1.0091666666666665,27.0,19.0
